,Probability of Belonging to Class 1 (Nebraska)
328,3.0972225e-09
329,1.8004524e-05
330,2.4280074e-09
331,1.0128393e-09
332,0.003319631
333,8.850119e-06
334,8.3935565e-06
335,9.081931e-16
336,9.464709e-15
337,3.3386452e-10
338,3.6984908e-05
339,1.7944055e-06
340,0.00062010373
341,2.0413565e-07
342,0.19839437
343,1.7237542e-14
344,7.5216e-05
345,0.03820312
346,2.4688643e-06
347,2.5901077e-09
348,1.0078217e-08
349,8.4507124e-11
350,4.1859668e-08
351,7.409121e-07
352,2.1027528e-05
353,1.0678007e-06
354,9.0959574e-08
355,8.2176266e-11
356,4.0194675e-07
357,2.1693468e-06
358,0.00027320284
359,2.369012e-05
360,4.010905e-08
361,0.000106374995
362,8.1853045e-08
363,5.347738e-08
364,0.00048047677
365,4.0204617e-05
366,0.7137997
367,0.16544853
368,0.2427075
369,0.008381162
370,2.7388105e-09
371,1.3616237e-07
372,0.03707408
373,1.246307e-14
374,1.0615036e-08
375,0.0006315826
376,1.9454772e-07
377,0.00012698563
378,7.820263e-09
379,5.7047417e-13
380,2.2098093e-14
381,3.635757e-15
382,6.0714676e-11
383,1.3028417e-14
384,2.1090366e-11
385,1.11918625e-05
386,0.00022839691
387,0.96448994
388,4.787045e-05
389,1.848566e-08
390,3.636481e-06
391,0.9816558
392,1.2679218e-05
393,0.00012650268
394,7.348393e-07
395,8.185496e-06
396,0.056751717
397,0.95360917
398,0.05747038
399,7.430228e-05
